HC03,OVCA01,OVCA07,GCT01
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.072108,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,2.930403,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,3.537309,1.465201
1.465201,1.465201,4.144216,1.465201
1.465201,1.465201,4.144216,1.465201
1.465201,1.465201,4.144216,1.465201
1.465201,1.465201,4.144216,1.465201
1.465201,1.465201,4.144216,1.465201
1.465201,1.465201,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.144216,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,4.395604,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.002511,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.072108,5.609417,1.465201
1.465201,2.930403,5.609417,1.465201
1.465201,2.930403,5.609417,1.465201
1.465201,2.930403,5.609417,1.465201
1.465201,2.930403,5.609417,1.465201
1.465201,2.930403,5.609417,1.465201
1.465201,2.930403,5.609417,1.465201
2.072108,2.930403,5.609417,1.465201
2.072108,2.930403,5.609417,1.465201
2.072108,2.930403,5.609417,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,5.860806,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.216323,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,6.467712,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.074618,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,1.465201
2.072108,2.930403,7.326007,2.072108
2.072108,2.930403,7.326007,2.072108
2.072108,2.930403,7.326007,2.072108
2.072108,2.930403,7.326007,2.072108
2.072108,2.930403,7.326007,2.072108
2.072108,2.930403,7.326007,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.681525,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,7.932914,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.288431,2.072108
2.072108,2.930403,8.53982,2.072108
2.072108,2.930403,8.53982,2.072108
2.072108,2.930403,8.53982,2.072108
2.072108,2.930403,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.072108,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
2.930403,3.537309,8.53982,2.072108
